timestamp,x,y,z
74.7999983280897,0.1141854,1.126234,0.7661881
74.8199983276427,0.1141854,1.12231,0.766188
74.8399983271956,0.1141854,1.114462,0.766188
74.8599983267486,0.1141854,1.10269,0.766188
74.8799983263016,0.1141854,1.086994,0.766188
74.8999983258545,0.1141854,1.067374,0.766188
74.9199983254075,0.1141854,1.04383,0.7661881
74.9399983249605,0.1141854,1.016362,0.766188
74.9599983245134,0.1141854,0.9849703,0.766188
74.9799983240664,0.1141854,0.9496543,0.766188
74.9999983236194,0.1141854,0.9104143,0.766188
75.0199983231723,0.1141854,0.8672503,0.766188
75.0399983227253,0.1141854,0.8201623,0.766188
75.0599983222783,0.1141858,0.8635225,0.7661885
75.0799983218312,0.1141862,0.9029587,0.766189
75.0999983213842,0.1141866,0.9384709,0.7661895
75.1199983209372,0.114187,0.9700591,0.7661899
75.1399983204901,0.1141874,0.9977233,0.7661904
75.1599983200431,0.1141878,1.021464,0.7661909
75.1799983195961,0.1141881,1.04128,0.7661914
75.199998319149,0.1141885,1.057172,0.7661918
75.219998318702,0.1141889,1.06914,0.7661923
75.2399983182549,0.1141893,1.077184,0.7661928
75.2599983178079,0.1141897,1.081305,0.7661933
75.2799983173609,0.1141901,1.081501,0.7661938
75.2999983169138,0.1141905,1.077773,0.7661942
75.3199983164668,0.1141909,1.070121,0.7661947
75.3399983160198,0.1141912,1.058545,0.7661952
75.3599983155727,0.1141916,1.043046,0.7661957
75.3799983151257,0.114192,1.023622,0.7661961
75.3999983146787,0.1141924,1.000274,0.7661966
75.4199983142316,0.1141928,0.973002,0.7661971
75.4399983137846,0.1141932,0.9418062,0.7661976
75.4599983133376,0.1141936,0.9066864,0.766198
75.4799983128905,0.114194,0.8676426,0.7661985
75.4999983124435,0.1141943,0.8246748,0.766199
75.5199983119965,0.1141951,0.8645329,0.7661999
75.5399983115494,0.1141958,0.9004669,0.766201
75.5599983111024,0.1141965,0.9324769,0.7662019
75.5799983106554,0.1141972,0.9605629,0.7662028
75.5999983102083,0.1141979,0.984725,0.7662038
75.6199983097613,0.1141986,1.004963,0.7662047
75.6399983093143,0.1141993,1.021277,0.7662057
75.6599983088672,0.1142,1.033667,0.7662067
75.6799983084202,0.1142007,1.042133,0.7662076
75.6999983079731,0.1142014,1.046675,0.7662085
75.7199983075261,0.1142021,1.047293,0.7662095
75.7399983070791,0.1142028,1.043987,0.7662104
75.759998306632,0.1142035,1.036757,0.7662115
75.779998306185,0.1142042,1.025603,0.7662124
75.799998305738,0.1142049,1.010525,0.7662133
75.8199983052909,0.1142056,0.9915234,0.7662143
75.8399983048439,0.1142063,0.9685974,0.7662152
75.8599983043969,0.114207,0.9417474,0.7662162
75.8799983039498,0.1142077,0.9109734,0.7662171
75.8999983035028,0.1142084,0.8762755,0.7662181
75.9199983030558,0.1142091,0.8376535,0.7662191
75.9399983026087,0.1142098,0.7951075,0.76622
75.9599983021617,0.1142104,0.834607,0.7662209
75.9799983017147,0.1142111,0.8701825,0.7662218
75.9999983012676,0.1142118,0.901834,0.7662227
76.0199983008206,0.1142124,0.9295614,0.7662235
76.0399983003736,0.1142131,0.9533649,0.7662244
76.0599982999265,0.1142137,0.9732444,0.7662254
76.0799982994795,0.1142144,0.9891998,0.7662262
76.0999982990324,0.1142151,1.001231,0.7662271
76.1199982985854,0.1142157,1.009339,0.7662281
76.1399982981384,0.1142164,1.013522,0.7662289
76.1599982976913,0.1142171,1.013782,0.7662299
76.1799982972443,0.1142177,1.010117,0.7662308
76.1999982967973,0.1142184,1.002529,0.7662316
76.2199982963502,0.1142191,0.9910163,0.7662326
76.2399982959032,0.1142197,0.9755797,0.7662334
76.2599982954562,0.1142204,0.9562192,0.7662343
76.2799982950091,0.114221,0.9329347,0.7662352
76.2999982945621,0.1142217,0.9057262,0.7662361
76.3199982941151,0.1142224,0.8745937,0.766237
76.339998293668,0.114223,0.8395371,0.7662379
76.359998293221,0.1142237,0.8005566,0.7662388
76.379998292774,0.1142246,0.8370255,0.7662399
76.3999982923269,0.1142255,0.8695703,0.7662412
76.4199982918799,0.1142264,0.8981912,0.7662424
76.4399982914329,0.1142273,0.922888,0.7662436
76.4599982909858,0.1142282,0.9436608,0.7662448
76.4799982905388,0.1142292,0.9605097,0.766246
76.4999982900918,0.1142301,0.9734345,0.7662472
76.5199982896447,0.114231,0.9824353,0.7662483
76.5399982891977,0.1142319,0.9875122,0.7662495
76.5599982887506,0.1142328,0.988665,0.7662507
76.5799982883036,0.1142337,0.9858938,0.7662519
76.5999982878566,0.1142346,0.9791987,0.7662531
76.6199982874095,0.1142355,0.9685795,0.7662543
76.6399982869625,0.1142364,0.9540364,0.7662554
76.6599982865155,0.1142373,0.9355692,0.7662567
76.6799982860684,0.1142382,0.913178,0.7662579
76.6999982856214,0.1142391,0.8868629,0.7662591
76.7199982851744,0.1142401,0.8566237,0.7662602
76.7399982847273,0.114241,0.8224605,0.7662614
76.7599982842803,0.1142421,0.8137555,0.7662629
76.7799982838333,0.1142432,0.8120145,0.7662644
76.7999982833862,0.1142444,0.8116663,0.766266
76.8199982829392,0.1142456,0.8115966,0.7662677
76.8399982824922,0.1142468,0.8115827,0.7662693
76.8599982820451,0.114248,0.8115799,0.7662711
76.8799982815981,0.1142493,0.8115794,0.7662727
76.8999982811511,0.1142505,0.8115793,0.7662743
76.919998280704,0.1142518,0.8115792,0.7662761
76.939998280257,0.1142531,0.8115792,0.7662778
76.95999827981,0.1142544,0.8115792,0.7662795
76.9799982793629,0.1142557,0.8115792,0.7662813
76.9999982789159,0.114257,0.8115792,0.7662831
77.0199982784688,0.114257,0.8115792,0.7662831
77.0399982780218,0.114257,0.8115792,0.7662831
77.0599982775748,0.114257,0.8115792,0.7662831
77.0799982771277,0.114257,0.8115792,0.7662831
77.0999982766807,0.114257,0.8115792,0.7662831
77.1199982762337,0.114257,0.8115792,0.7662831
77.1399982757866,0.114257,0.8115792,0.7662831
77.1599982753396,0.114257,0.8115792,0.7662831
77.1799982748926,0.114257,0.8115792,0.7662831
77.1999982744455,0.114257,0.8115792,0.7662831
77.2199982739985,0.114257,0.8115792,0.7662831
77.2399982735515,0.114257,0.8115792,0.7662831
77.2599982731044,0.114257,0.8115792,0.7662831
77.2799982726574,0.114257,0.8115792,0.7662831
77.2999982722104,0.114257,0.8115792,0.7662831
77.3199982717633,0.114257,0.8115792,0.7662831
77.3399982713163,0.114257,0.8115792,0.7662831
77.3599982708693,0.114257,0.8115792,0.7662831
77.3799982704222,0.114257,0.8115792,0.7662831
77.3999982699752,0.114257,0.8115792,0.7662831
77.4199982695282,0.114257,0.8115792,0.7662831
77.4399982690811,0.114257,0.8115792,0.7662831
77.4599982686341,0.114257,0.8115792,0.7662831
77.479998268187,0.114257,0.8115792,0.7662831
