timestamp,x,y,z
1734257474817,0.0205713,0.219668,-0.737977
1734257474884,0.0205898,0.220252,-0.73586
1734257474951,0.02049,0.219324,-0.735956
1734257475018,0.0204842,0.219135,-0.736117
1734257475051,0.0205864,0.219182,-0.73661
1734257475118,0.0173722,0.219096,-0.736277
1734257475218,0.0189541,0.220333,-0.737319
1734257475285,0.0173899,0.220118,-0.736184
1734257475352,0.0190187,0.221287,-0.738775
1734257475419,0.0166058,0.21647,-0.741074
1734257475486,0.0181612,0.171665,-0.755162
1734257475553,0.0176507,0.0666013,-0.8272
1734257475620,0.0164569,-0.101564,-0.763626
1734257475687,0.0102966,-0.071385,-0.767772
1734257475753,0.00498973,-0.0671283,-0.766971
1734257475820,-0.0047679,-0.099868,-0.761231
1734257475887,-0.00683246,-0.0972134,-0.756784
1734257475954,-0.0120036,-0.0991018,-0.757466
1734257476021,-0.0136584,-0.0986862,-0.757456
1734257476088,-0.0121741,-0.0987711,-0.75656
1734257476155,-0.010121,-0.0988365,-0.756831
1734257476222,-0.00865511,-0.098802,-0.756742
1734257476289,-0.00982832,-0.09933,-0.75727
1734257476389,-0.00990767,-0.0995099,-0.757612
1734257476489,-0.00989215,-0.0990918,-0.75745
1734257476556,-0.0103018,-0.09889,-0.75768
1734257476623,-0.00981344,-0.0992214,-0.757432
1734257476657,-0.00995239,-0.0991168,-0.757812
1734257476757,-0.0104139,-0.0991069,-0.757314
1734257476824,-0.0103018,-0.0991223,-0.757216
1734257476924,-0.00822199,-0.0988908,-0.756826
1734257476991,-0.01026,-0.0992125,-0.757346
1734257477058,-0.00995323,-0.0989629,-0.756958
1734257477125,-0.0100337,-0.0992919,-0.757797
