timestamp,x,y,z
1734257575531,0.05076,0.197317,-0.741543
1734257575598,0.0509109,0.198044,-0.739315
1734257575665,0.0507385,0.198095,-0.737817
1734257575732,0.0525212,0.198842,-0.738739
1734257575765,0.0512746,0.198576,-0.74072
1734257575832,0.0526027,0.199621,-0.742619
1734257575866,0.0522961,0.201148,-0.740806
1734257575932,0.0497744,0.200361,-0.741538
1734257575999,0.0492936,0.170298,-0.749593
1734257576033,0.0492996,0.13657,-0.753193
1734257576100,0.0583917,0.0155776,-0.761096
1734257576167,0.051501,-0.128189,-0.764828
1734257576234,0.0543508,-0.00453859,-0.779308
1734257576267,0.0597856,0.041169,-0.768172
1734257576334,0.0615974,0.119123,-0.761483
1734257576401,0.0636602,0.151472,-0.76874
1734257576468,0.0686843,0.145703,-0.766415
1734257576501,0.0700272,0.123178,-0.765895
1734257576568,0.0758466,0.0362326,-0.772038
1734257576635,0.0739193,-0.102043,-0.766406
1734257576702,0.0800255,-0.0461089,-0.769409
1734257576769,0.0838657,0.0462101,-0.767875
1734257576802,0.0825827,0.0788652,-0.767314
1734257576869,0.0842345,0.108133,-0.765187
1734257576936,0.0847907,0.0991054,-0.76114
1734257576969,0.0833742,0.0790707,-0.759158
1734257577036,0.0846171,-0.00948112,-0.760319
1734257577103,0.0812812,-0.125969,-0.751731
1734257577170,0.0842945,-0.0267037,-0.746944
1734257577237,0.0838439,0.0411498,-0.744033
1734257577270,0.0835019,0.0632211,-0.731768
1734257577337,0.0798729,0.0746033,-0.724554
1734257577404,0.0789635,0.0374416,-0.72669
1734257577471,0.0748694,-0.0535029,-0.712929
1734257577505,0.0723796,-0.113356,-0.714485
1734257577571,0.0718102,-0.0561693,-0.708539
1734257577605,0.0687543,-0.0168464,-0.703943
1734257577672,0.067798,0.0330959,-0.701572
1734257577739,0.0642092,0.0419535,-0.690143
1734257577806,0.0598574,0.00952373,-0.68535
1734257577839,0.0571938,-0.0271019,-0.68179
1734257577906,0.0480855,-0.126734,-0.68151
1734257577973,0.050842,-0.0500039,-0.680828
1734257578006,0.0494844,-0.0161679,-0.678166
1734257578073,0.0476729,0.0200294,-0.678477
1734257578107,0.0455278,0.0204011,-0.680529
1734257578174,0.0415098,-0.00734869,-0.680361
1734257578240,0.0351469,-0.0858304,-0.678078
1734257578274,0.0314341,-0.128347,-0.683589
1734257578341,0.0327937,-0.0498804,-0.681702
1734257578374,0.0316137,-0.0228533,-0.68995
1734257578441,0.0277395,0.00227202,-0.693518
1734257578508,0.0253509,-0.013823,-0.699639
1734257578575,0.0192333,-0.0814891,-0.7082
1734257578642,0.0170132,-0.0967928,-0.713045
1734257578675,0.0189248,-0.0617995,-0.719728
1734257578742,0.0164879,-0.01619,-0.718049
1734257578809,0.0122313,-0.015811,-0.725047
1734257578843,0.0110629,-0.0307337,-0.724783
1734257578910,0.00653978,-0.101793,-0.734387
1734257578976,0.00316674,-0.0847369,-0.739778
1734257579010,0.00790428,-0.0528255,-0.741508
1734257579077,0.00526468,-0.0258245,-0.738743
1734257579144,0.00353809,-0.0355854,-0.735673
1734257579210,-1.83792e-05,-0.0968197,-0.744743
1734257579277,0.000173447,-0.0914231,-0.745488
